"","MGI.symbol","Symbol"
"13359","Apold1","si:rp71-1g18.13"
"13360","Apold1","apol1"
"13361","Lingo4","wu:fc23c09"
"13362","Fmo9","si:dkey-239i20.2"
"13363","Fmo9","fmo5"
"13364","Fmo9","si:dkey-239i20.4"
"13365","Drd1","drd1b"
"13366","Mbnl1","mbnl1"
"13367","Map7d2","map7d2a"
"13368","Sik3","sik3"
"13369","Slc7a13","zgc:175280"
"13370","Hid1","hid1a"
"13371","Cyp3a11","cyp3a65"
"13372","Bnip1","bnip1b"
"13373","Mgat3","mgat3b"
"13374","Dctn4","dctn4"
"13375","Fkbp3","fkbp3"
"13376","Cdk5r1","cdk5r1a"
"13377","Syt12","syt12"
"13378","Trappc2l","trappc2l"
"13379","Scarb2","scarb2c"
"13380","Acot13","acot13"
"13381","Adamts3","adamts3"
"13382","Thumpd1","thumpd1"
"13383","C1qtnf7","c1qtnf7"
"13384","Trarg1","trarg1b"
"13385","Wrap53","wrap53"
"13386","Stk26","stk26"
"13387","Parg","parga"
"13388","Entpd5","entpd5b"
"13389","Elp4","elp4"
"13390","Purb","purbb"
"13391","Tspan17","tspan17"
"13392","Shroom2","shroom2a"
"13393","Fetub","fetub"
"13394","Wasf3","wasf3a"
"13395","Usp14","usp14"
"13396","Pmch","pmchl"
"13397","Prpf6","prpf6"
"13398","Gramd1b","gramd1bb"
"13399","Tfap2b","tfap2b"
"13400","Gjb3","cx35.4"
"13401","Gucy2c","gucy2c"
"13402","Pigs","pigs"
"13403","Neurod6","neurod6b"
"13404","Gramd2","gramd2aa"
"13405","Slc25a15","slc25a15a"
"13406","Angptl6","angptl6"
"13407","Rims4","rims4"
"13408","Pwwp2b","pwwp2b"
"13409","F2rl3","si:ch211-132p1.2"
"13410","Abcd2","abcd2"
"13411","Man2a1","man2a1"
"13412","Tinf2","tinf2"
"13413","Mtr","mtr"
"13414","Usp20","usp20"
"13415","Oaf","oafb"
"13416","Oaf","oafa"
"13417","Aff4","aff4"
"13418","Ccnj","ccnj"
"13419","Tbca","tbca"
"13420","Ndufb3","ndufb3"
"13421","Vasn","vasna"
"13422","Cep112","cep112"
"13423","Gcfc2","gcfc2"
"13424","Tacr2","tacr2"
"13425","Galnt14","galnt14"
"13426","Slc7a15","zmp:0000001267"
"13427","Scn1b","scn1bb"
"13428","Lrig3","lrig3"
"13429","Tyr","tyr"
"13430","Raver1","raver1"
"13431","Wnk1","wnk1a"
"13432","Actr10","actr10"
"13433","Prkcb","prkcbb"
"13434","Gmnc","gmnc"
"13435","Mia","mia"
"13436","Ppip5k1","ppip5k1b"
"13437","Cldn8","cldn17"
"13438","Ubald2","ubald2"
"13439","Lrtm2","zgc:153913"
"13440","Rnf170","rnf170"
"13441","Tgfbr1","tgfbr1b"
"13442","Ggps1","ggps1"
"13443","Hnmt","hnmt"
"13444","Adnp","adnpa"
"13445","Psat1","psat1"
"13446","Iars","iars1"
"13447","Zbtb37","zbtb37"
"13448","Shmt2","shmt2"
"13449","Pklr","pklr"
"13450","Fdx2","fdx2"
"13451","Rps6ka3","rps6ka3a"
"13452","Il12a","zmp:0000001127"
"13453","Gpr17","gpr17"
"13454","Klhl42","klhl42"
"13455","Nanos3","nanos3"
"13456","Exosc7","exosc7"
"13457","Epha3","epha3"
"13458","Slc38a9","slc38a9"
"13459","Orc4","orc4"
"13460","Ripor3","ripor3"
"13461","Tnfsf13b","tnfsf13b"
"13462","Tmem248","tmem248"
"13463","Tpcn2","tpcn2"
"13464","Plaat1","zgc:194275"
"13465","Adssl1","adss1"
"13466","Col2a1","col2a1b"
"13467","Gja6","cx43"
"13468","Clrn3","clrn3"
"13469","Ctnnbl1","ctnnbl1"
"13470","Dqx1","dqx1"
"13471","Trim52","si:dkey-29p10.4"
"13472","Ipo13","ipo13"
"13473","Cttn","cttn"
"13474","Cd244a","si:ch211-209f23.6"
"13475","Cd244a","si:dkey-53k12.1"
"13476","Sgo2b","si:dkey-57a22.11"
"13477","Sag","sagb"
"13478","Aldh1l1","aldh1l1"
"13479","Def6","def6a"
"13480","Dnaaf3","dnaaf3l"
"13481","Dnaaf3","dnaaf3"
"13482","Gpr107","gpr107"
"13483","Tspan2","tspan2a"
"13484","Ankrd11","ankrd11"
"13485","Inha","inha"
"13486","Pgrmc1","pgrmc1"
"13487","Txnl4a","txnl4a"
"13488","Surf4","surf4"
"13489","C3","c3a.4"
"13490","C3","c3a.6"
"13491","Cd81","cd81b"
"13492","H1f6","zgc:163061"
"13493","C1s2","wu:fd46c06"
"13494","Sarnp","sarnp"
"13495","Wdr5","wdr5"
"13496","Sdk2","sdk2a"
"13497","C8b","c8b"
"13498","Eif4a3l1","eif4a3"
"13499","Rnf144b","rnf144b"
"13500","Hrh2","hrh2a"
"13501","Ska2","ska2"
"13502","Taf9","taf9"
"13503","Chmp1b","chmp1b"
"13504","Hadha","hadhaa"
"13505","Clint1","clint1b"
"13506","Osr2","osr2"
"13507","Actr3","actr3"
"13508","Dnajc21","dnajc21"
"13509","Pou4f3","pou4f3"
"13510","Ptcd2","ptcd2"
"13511","Myadm","si:dkeyp-66d1.7"
"13512","Tmem135","tmem135"
"13513","Zbtb49","zbtb49"
"13514","Fam126b","zgc:158316"
"13515","Polr2b","polr2b"
"13516","Txnrd3","txnrd3"
"13517","Ckmt2","ckmt2b"
"13518","Ckmt2","ckmt2a"
"13519","Lman2l","lman2lb"
"13520","Lman2l","lman2la"
"13521","Bzw1","bzw1a"
"13522","Sap30l","sap30l"
"13523","Lrrc51","lrrc51"
"13524","Casp1","casp20"
"13525","Dele1","dele1"
"13526","Cdh22","cdh22"
"13527","Vapa","vapal"
"13528","Vapa","top1mt"
"13529","Zar1l","zar1l"
"13530","Adra2b","adra2b"
"13531","Abracl","abracl"
"13532","Thtpa","si:dkey-191c17.2"
"13533","Naa80","naa80"
"13534","Smoc2","smoc2"
"13535","Zbtb14","zbtb14"
"13536","Zfp735","si:dkeyp-19e1.4"
"13537","Kntc1","kntc1"
"13538","Adcy3","adcy3a"
"13539","Hey2","hey2"
"13540","Trpc7","trpc7b"
"13541","Ralbp1","ralbp1"
"13542","Lgals8","lgals8b"
"13543","Fubp3","fubp3"
"13544","Adad1","adad1"
"13545","Nell2","nell2a"
"13546","Prdm12","prdm12b"
"13547","Zer1","zer1"
"13548","Atp13a1","atp13a1"
"13549","Acap3","acap3b"
"13550","Gpr143","gpr143"
"13551","Spsb4","spsb4b"
"13552","Ercc6l","ercc6l"
"13553","Nsl1","nsl1"
"13554","Lamp1","lamp1b"
"13555","Lamp1","lamp1a"
"13556","Aqp11","aqp11"
"13557","Sepsecs","sepsecs"
"13558","Chrnb3","chrnb3a"
"13559","Cldn15","cldn15lb"
"13560","St7","st7"
"13561","Eipr1","eipr1"
"13562","Slain2","slain2"
"13563","Pts","pts"
"13564","Hykk","hykk.2"
"13565","Ino80d","ino80da"
"13566","Rho","rho"
"13567","Rho","exorh"
"13568","Rhbdd3","rhbdd3"
"13569","Slc3a2","slc3a2b"
"13570","Ddah2","ddah2"
"13571","Crispld2","crispld2"
"13572","Cdh7","cdh7b"
"13573","Snu13","snu13a"
"13574","Ndufab1","ndufab1b"
"13575","Setdb1","setdb1b"
"13576","Slc30a10","slc30a10"
"13577","Mylk","mylka"
"13578","Ubr3","ubr3"
"13579","Rpl28","rpl28"
"13580","Mier2","mier2"
"13581","Rph3a","rph3aa"
"13582","Rph3a","rph3ab"
"13583","Tfap2a","tfap2a"
"13584","Tmem128","tmem107"
"13585","Trap1","trap1"
"13586","Apoe","apoea"
"13587","Adam19","adam19a"
"13588","Cept1","cept1a"
"13589","Cryba4","cryba4"
"13590","Bhmt","bhmt"
"13591","Idh2","idh2"
"13592","Lmo1","lmo1"
"13593","Eif3g","eif3g"
"13594","Msc","msc"
"13595","Pid1","pid1"
"13596","Usp16","usp16"
"13597","Esrrb","esrrb"
"13598","Rpl7l1","rpl7l1"
"13599","Zswim6","zswim6"
"13600","Csf3r","csf3r"
"13601","Tnrc6a","tnrc6a"
"13602","Pdpr","si:cabz01113374.3"
"13603","Sptlc2","sptlc2b"
"13604","Pkp4","pkp4"
"13605","Cldn18","cldn18"
"13606","Ppie","ppie"
"13607","Tymp","tymp"
"13608","Serpine2","serpine2"
"13609","Ccdc127","zmp:0000000930"
"13610","Ccdc127","ccdc127a"
"13611","Ston1","gtf2a1l"
"13612","Map2k5","map2k5"
"13613","Caml","camlg"
"13614","Kctd5","kctd5a"
"13615","Slc22a13b","slc22a13b"
"13616","Fau","faua"
"13617","Fip1l1","fip1l1b"
"13618","Ankzf1","ankzf1"
"13619","Agl","agla"
"13620","Dusp2","dusp2"
"13621","Mctp1","mctp1a"
"13622","Tbata","tbata"
"13623","Cpeb2","cpeb2"
"13624","Crebbp","crebbpa"
"13625","Crebbp","crebbpb"
"13626","Mis12","mis12"
"13627","Pdlim5","pdlim5b"
"13628","Psmd4","psmd4a"
"13629","Timp2","timp2b"
"13630","Pxdn","pxdn"
"13631","Chd6","chd6"
"13632","Glrx","glrx"
"13633","Kctd14","kctd14"
"13634","Thra","thraa"
"13635","L3hypdh","l3hypdh"
"13636","Larp7","larp7"
"13637","Rab5if","rab5if"
"13638","Uros","uros"
"13639","Pmm1","pmm1"
"13640","Aldoc","aldoca"
"13641","Aldoc","aldocb"
"13642","Pde8b","pde8b"
"13643","Sebox","sebox"
"13644","Gga1","gga1"
"13645","Nup188","nup188"
"13646","Rpusd1","rpusd1"
"13647","Slc49a4","slc49a4"
"13648","Fah","fah"
"13649","Prdm5","prdm5"
"13650","Dlst","dlst"
"13651","Mfsd1","mfsd1"
"13652","Fam124b","fam124b"
"13653","2410004B18Rik","zgc:65873"
"13654","Wdr43","wdr43"
"13655","Cript","cript"
"13656","Stox2","stox2b"
"13657","Mid2","mid2"
"13658","Esyt1","esyt1a"
"13659","Haspin","si:dkeyp-26a9.2"
"13660","Mettl18","si:dkey-15f17.8"
"13661","Mrpl20","mrpl20"
"13662","Idh1","idh1"
"13663","Fancb","fancb"
"13664","Serbp1","serbp1b"
"13665","Mmd","mmd"
"13666","Sec24d","sec24d"
"13667","Lnpep","lnpep"
"13668","Prph","prph"
"13669","Ss18","ss18"
"13670","Aifm2","aifm2"
"13671","Ly86","ly86"
"13672","Tsc22d1","zgc:65895"
"13673","Mctp2","mctp2b"
"13674","Spice1","spice1"
"13675","Fbxo33","fbxo33"
"13676","Cftr","cftr"
"13677","Lin7c","lin7c"
"13678","Slc25a34","slc25a34"
"13679","Fat1","fat1a"
"13680","Ctsb","ctsba"
"13681","Cfap206","cfap206"
"13682","Smoc1","smoc1"
"13683","Gorasp1","gorasp1b"
"13684","Crip3","crip3"
"13685","Tmem41a","tmem41aa"
"13686","Aqp1","aqp1a.1"
"13687","Aqp1","aqp1a.2"
"13688","Adora2a","adora2aa"
"13689","Tshz1","tshz1"
"13690","Trpt1","trpt1"
"13691","Rgs6","rgs6"
"13692","Hc","c5"
"13693","Crebl2","crebl2"
"13694","Gbgt1","si:ch211-135f11.5"
"13695","Gbgt1","gbgt1l3"
"13696","Slc1a2","slc1a2b"
"13697","Rnf32","rnf32"
"13698","Rsu1","rsu1"
"13699","Mcoln2","mcoln2"
"13700","Arf6","arf6a"
"13701","Orc2","orc2"
"13702","Prmt6","prmt6"
"13703","Herc4","herc4"
"13704","Fgl2","fgl2b"
"13705","Pcsk5","pcsk5b"
"13706","Unc5a","unc5a"
"13707","Sycn","sycn.3"
"13708","Rnmt","rnmt"
"13709","Tspan10","tspan10"
"13710","Phlda1","phlda1"
"13711","Aldh4a1","aldh4a1"
"13712","Stimate","stimate"
"13713","Yipf5","yipf5"
"13714","Slc17a9","slc17a9a"
"13715","Cebpb","cebpb"
"13716","Gap43","gap43"
"13717","Atg16l1","atg16l1"
"13718","Nrgn","spa17"
"13719","Arhgef15","si:dkey-38p12.3"
"13720","Supt20","supt20"
"13721","Slco1b2","slco1f4"
"13722","Slco1b2","slco1f1"
"13723","Slco1b2","slco1f2"
"13724","Slco1b2","slco1f3"
"13725","Znhit6","znhit6"
"13726","Ttyh2","ttyh2l"
"13727","Cwf19l2","cwf19l2"
"13728","Dnah2","dnah2"
"13729","Rpl19","rpl19"
"13730","Rad23b","rad23b"
"13731","Btbd6","btbd6a"
"13732","Duoxa2","duox2"
"13733","Brcc3","brcc3"
"13734","Zfp804a","znf804a"
"13735","Rcan2","rcan2"
"13736","Hbp1","hbp1"
"13737","Kif3c","kif3ca"
"13738","Kirrel2","kirrel3l"
"13739","Fbln1","fbln1"
"13740","Trp53i11","tp53i11b"
"13741","Mettl23","mettl23"
"13742","Mak","mak"
"13743","Kcne4","kcne4"
"13744","Tle7","tle2a"
"13745","Tle7","tle2c"
"13746","Gm12248","faxdc2"
"13747","Gnmt","gnmt"
"13748","Tmem263","tmem263"
"13749","Cnot11","cnot11"
"13750","Ndufv2","ndufv2"
"13751","Unc5c","unc5c"
"13752","Tia1","tia1"
"13753","Tvp23b","zgc:112148"
"13754","Fam98a","fam98a"
"13755","Pak1","pak1"
"13756","C2cd5","c2cd5"
"13757","Pld1","pld1b"
"13758","Psmd9","psmd9"
"13759","Eci2","eci2"
"13760","Tubb6","tubb6"
"13761","Sidt2","sidt2"
"13762","Pigb","pigb"
"13763","Hdhd2","hdhd2"
"13764","Tmed7","tmed7"
"13765","Sstr2","sstr2a"
"13766","Sstr2","sstr2b"
"13767","Snrnp25","snrnp25"
"13768","Gid8","gid8a"
"13769","Ints4","ints4"
"13770","Ugt1a6a","ugt5f1"
"13771","Ugt1a6a","ugt2b5"
"13772","Ugt1a6a","ugt2b3"
"13773","Ugt1a6a","zgc:172315"
"13774","P2rx7","p2rx7"
"13775","Mpp2","mpp2b"
"13776","Mpp2","mpp2a"
"13777","Anxa13","zgc:101785"
"13778","Dock1","dock1"
"13779","Fam193b","fam193b"
"13780","Slc16a6","slc16a6b"
"13781","Slc16a6","slc16a6a"
"13782","Stk10","stk10"
"13783","Gphn","gphna"
"13784","Ptx3","ptx3a"
"13785","Rab11fip1","rab11fip1a"
"13786","Prkar2a","prkar2ab"
"13787","Wipf3","wipf3"
"13788","Anxa11","anxa11b"
"13789","Flvcr1","flvcr1"
"13790","Rad54l2","rad54l2"
"13791","Vstm4","vstm4b"
"13792","Cops3","cops3"
"13793","Sardh","sardh"
"13794","Fyb2","si:ch211-188c16.1"
"13795","Dut","dut"
"13796","Qtrt1","qtrt1"
"13797","Cacng1","cacng1b"
"13798","Cacng1","cacng1a"
"13799","Brpf1","brpf1"
"13800","Chn1","chn1"
"13801","Rbl1","rbl1"
"13802","Fastkd3","fastkd3"
"13803","Vim","viml"
"13804","Tm9sf1","tm9sf1"
"13805","Nme9","nme8"
"13806","Csf1r","csf1rb"
"13807","Zic2","zic2b"
"13808","Hgh1","hgh1"
"13809","Lcp1","lcp1"
"13810","Gnpat","gnpat"
"13811","Trpm6","trpm6"
"13812","Rspo2","rspo2"
"13813","Hsd17b4","hsd17b4"
"13814","Mrpl21","mrpl21"
"13815","Asap2","asap2a"
"13816","Glg1","glg1b"
"13817","Pgs1","pgs1"
"13818","Ppp2r2d","ppp2r2d"
"13819","Cd4","dicp2.1"
"13820","Cd4","dicp2.2"
"13821","Cd4","si:ch73-322b17.4"
"13822","Cd4","si:ch73-34h11.1"
"13823","Cd4","dicp3.1"
"13824","Cd4","zmp:0000000608"
"13825","Cd4","dicp1.3-4"
"13826","Cd4","dicp1.16"
"13827","Zap70","zap70"
"13828","Evpl","evplb"
"13829","Evpl","evpla"
"13830","Angel2","angel2"
"13831","Etfa","etfa"
"13832","Stx16","stx16"
"13833","Fam210a","fam210aa"
"13834","Serinc3","si:ch73-267c23.10"
"13835","Adat2","adat2"
"13836","Cyp46a1","cyp46a1.2"
"13837","Cyp46a1","zgc:123299"
"13838","Cyp46a1","cyp46a1.4"
"13839","Cyp46a1","cyp46a1.3"
"13840","Nsf","nsfa"
"13841","Smad4","smad4a"
"13842","Mpp4","mpp4a"
"13843","Frmd7","si:ch211-243g6.3"
"13844","Frmd7","frmd7"
"13845","Sox9","sox9a"
"13846","Sox9","sox9b"
"13847","Vill","vill"
"13848","Pkib","pkib"
"13849","Zbtb12","zbtb12.1"
"13850","Dhrs7c","dhrs7ca"
"13851","Fam13a","fam13a"
"13852","Atg101","atg101"
"13853","Smarcal1","smarcal1"
"13854","Camta1","camta1a"
"13855","Camta1","camta1b"
"13856","Mtrf1","mtrf1"
"13857","Unc119","unc119b"
"13858","Farsb","farsb"
"13859","Carf","carf"
"13860","Fam184b","fam184b"
"13861","Lancl2","lancl2"
"13862","Ier3","zgc:158343"
"13863","Uqcrc1","uqcrc1"
"13864","Sec31a","sec31a"
"13865","Fezf1","fezf1"
"13866","Psma2","psma2"
"13867","Ppa1","ppa1a"
"13868","Vash2","vash2"
"13869","Sema6a","sema6a"
"13870","Ofd1","ofd1"
"13871","Adprhl1","adprhl1"
"13872","Mafb","mafba"
"13873","Apobec2","apobec2b"
"13874","Pxmp4","pxmp4"
"13875","Pakap","palm2akap2"
"13876","Rpl23","rpl23"
"13877","Ednrb","ednrba"
"13878","Dnajb3","dnajb1a"
"13879","Gper1","gper1"
"13880","Dhrs13","dhrs13a.2"
"13881","Rab21","rab21"
"13882","Vav2","vav2"
"13883","Slc16a5","slc16a5b"
"13884","Bambi","bambib"
"13885","Tmem9","tmem9"
"13886","Romo1","romo1"
"13887","Cdc42ep4","cdc42ep4a"
"13888","Tmx3","tmx3b"
"13889","Dapl1","dap1b"
"13890","F3","crfb12"
"13891","Rnf34","rnf34b"
"13892","Rnf34","rnf34a"
"13893","Camk2n2","camk2n2"
"13894","Itk","itk"
"13895","Trpm1","trpm1a"
"13896","Trpm1","trpm1b"
"13897","Rprm","rprmb"
"13898","Vgll3","vgll3"
"13899","Rskr","rskra"
"13900","Rskr","rskrb"
"13901","Pik3c2b","pik3c2b"
"13902","Nkx3-2","nkx3-2"
"13903","Camk2d","camk2d2"
"13904","Chd3","chd3"
"13905","Gabra1","gabra1"
"13906","Lsm3","lsm3"
"13907","mt-Co1","mt-co1"
"13908","Thrsp","thrsp"
"13909","Taldo1","taldo1"
"13910","Rtn1","rtn1b"
"13911","Usp44","usp44"
"13912","Tmed1","tmed1b"
"13913","Tmed1","tmed1a"
"13914","Gnl3l","gnl3l"
"13915","Nprl2","nprl2"
"13916","Sra1","sra1"
"13917","Ascl1","ascl1a"
"13918","1300017J02Rik","otomp"
"13919","Fat3","fat3a"
"13920","Fat3","fat3b"
"13921","mt-Nd3","mt-nd3"
"13922","Rrp1","rrp1"
"13923","Zglp1","zglp1"
"13924","Ccr8","cabz01093075.1"
"13925","Ccr8","si:cabz01093077.1"
"13926","Slc39a14","slc39a14"
"13927","Zfp346","znf346"
"13928","Mrto4","mrto4"
"13929","Tm6sf2","zgc:85843"
"13930","Cbx3","cbx3a"
"13931","Dydc1","dydc2"
"13932","Gpam","gpam"
"13933","Bmpr1b","bmpr1bb"
"13934","Cyb5r4","cyb5r4"
"13935","Hnrnpab","hnrnpabb"
"13936","Dbnl","dbnlb"
"13937","Gria1","gria1a"
"13938","Socs3","socs3a"
"13939","Peli3","peli3"
"13940","Bin2","bin2a"
"13941","Snx1","snx1b"
"13942","Wdr20","wdr20b"
"13943","Wdr20","wdr20a"
"13944","Pecam1","pecam1"
"13945","Lrrc4","lrrc4.1"
"13946","Ube2d3","ube2d2l"
"13947","Ube2d3","ube2d3"
"13948","Bhlha9","bhlha9"
"13949","Usp36","usp36"
"13950","Adcy9","adcy9"
"13951","Rgs3","rgs3a"
"13952","Prrg4","prrg4"
"13953","E130311K13Rik","c18h3orf33"
"13954","Gna13","gna13b"
"13955","Pdcd2l","pdcd2l"
"13956","Rfx7","rfx7b"
"13957","Cltb","cltb"
"13958","Hdac1","hdac1"
"13959","Stoml2","stoml2"
"13960","Sbno2","sbno2a"
"13961","Cdc37","cdc37"
"13962","C2cd2","c2cd2"
"13963","Cstf3","cstf3"
"13964","Gnaq","gna11b"
"13965","Rnaset2a","rnaset2"
"13966","Tdrd7","tdrd7b"
"13967","Loxl4","loxl4"
"13968","Car9","ca2"
"13969","Dgka","dgkab"
"13970","Ccnf","ccnf"
"13971","Golga7b","golga7bb"
"13972","Cfap20","cfap20"
"13973","Hs3st4","hs3st4"
"13974","Baiap2","baiap2a"
"13975","Baiap2","baiap2b"
"13976","Hic2","hic2"
"13977","Lhfpl4","lhfpl4a"
"13978","Ngfr","ngfra"
"13979","Cox18","cox18"
"13980","Trib1","trib1"
"13981","Ndufaf3","ndufaf3"
"13982","Dnmt1","dnmt1"
"13983","Mmp1a","mmp13a"
"13984","Col4a4","col4a4"
"13985","Rtn4rl1","rtn4rl1b"
"13986","Gli1","gli1"
"13987","Tyk2","tyk2"
"13988","Ppm1d","ppm1db"
"13989","Ppm1d","ppm1da"
"13990","Mtf1","mtf1"
"13991","Hbb-y","hbba2"
"13992","Hbb-y","hbba1"
"13993","Hbb-y","hbbe1.1"
"13994","Hbb-y","hbbe1.2"
"13995","Hbb-y","hbbe1.3"
"13996","Nfkbie","nfkbie"
"13997","Dynll2","dynll2a"
"13998","Dynll2","dynll2b"
"13999","Nudt12","nudt12"
"14000","Cdr2","cdr2a"
"14001","Ro60","ro60"
"14002","B4galnt2","b4galnt2.1"
"14003","Tmem145","tmem145"
"14004","Cdc42ep3","cdc42ep3"
"14005","Aen","rexo1"
"14006","Calcoco1","calcoco1b"
"14007","Sh3pxd2b","sh3pxd2b"
"14008","Slc2a10","slc2a10"
"14009","Rad51c","rad51c"
"14010","Slc4a3","slc4a3"
"14011","Cidea","cidea"
"14012","Ik","ik"
"14013","Klhl8","klhl8"
"14014","Stag1","stag1b"
"14015","Plekha1","plekha1a"
"14016","Stxbp2","stxbp2"
"14017","Tbrg1","tbrg1"
"14018","Runx1","runx1"
"14019","BC005537","zgc:111986"
"14020","Ppp4r1","ppp4r1"
"14021","Ttll12","ttll12"
"14022","Socs7","socs7"
"14023","Adgrg6","adgrg6"
"14024","Syt17","syt17"
"14025","Cdk4","cdk4"
"14026","Ccdc103","ccdc103"
"14027","Ctnnb1","ctnnb1"
"14028","Pnn","pnn"
"14029","Btd","btd"
"14030","Sec22a","sec22a"
"14031","Reck","reck"
"14032","Zfp618","znf618"
"14033","Mkx","mkxb"
"14034","Clns1a","clns1a"
"14035","P4ha2","p4ha2"
"14036","Srl","srl"
"14037","Hk1","hk1"
"14038","Pxylp1","pxylp1"
"14039","Ncoa1","ncoa1"
"14040","Asmt","asmt"
"14041","Chrng","chrng"
"14042","Wdr48","wdr48a"
"14043","Cluh","cluhb"
"14044","Kdm2b","kdm2ba"
"14045","Pyroxd1","pyroxd1"
"14046","Usp47","usp47"
"14047","Pi4ka","pi4kaa"
"14048","Onecut3","onecut3b"
"14049","Anxa1","anxa1d"
"14050","Xylt1","xylt1"
"14051","Pigv","pigv"
"14052","Fancl","fancl"
"14053","Cryab","cryaba"
"14054","Psma1","psma1"
"14055","Aaas","aaas"
"14056","Strn4","strn4"
"14057","Nxph3","nxph3"
"14058","Bri3","bri3"
"14059","Mov10","mov10a"
"14060","Evl","evlb"
"14061","Rxylt1","rxylt1"
"14062","Lars","lars1b"
"14063","Lars","lars1a"
"14064","Acer2","acer2"
"14065","Hdhd5","hdhd5"
"14066","Coa3","coa3a"
"14067","Zfp687","znf687a"
"14068","Dlx4","dlx4a"
"14069","Dlx4","vox"
"14070","Dlx4","vent"
"14071","Dgat1","dgat1a"
"14072","Vdr","vdra"
"14073","Stk32b","stk32a"
"14074","Klhdc3","klhdc3"
"14075","2810004N23Rik","zgc:194224"
"14076","Hnf1b","hnf1ba"
"14077","Hnf1b","hnf1bb"
"14078","Ldlrap1","ldlrap1b"
"14079","Gpr142","gpr142"
"14080","Cks2","zgc:86839"
"14081","Plxnb2","plxnb2b"
"14082","Kmo","kmo"
"14083","Nectin4","nectin4b"
"14084","Dnaaf2","dnaaf2"
"14085","Tdrd9","tdrd9"
"14086","Kcna2","kcna2a"
"14087","Kcna2","kcna2b"
"14088","Zxdc","si:dkey-156n14.3"
"14089","Gnptab","gnptab"
"14090","Ctc1","ctc1"
"14091","Prdx5","prdx5"
"14092","Rcl1","rcl1"
"14093","Noc2l","noc2l"
"14094","Zfyve1","zfyve1"
"14095","Dpf3","dpf3"
"14096","Cib3","cib3"
"14097","Pcsk9","pcsk9"
"14098","Tmem117","tmem117"
"14099","Tfap4","tfap4"
"14100","Rps2","rps2"
"14101","Rdh8","rdh8a"
"14102","Reps1","reps1"
"14103","Rasgrf2","rasgrf2a"
"14104","Nrip2","nrip2"
"14105","Sptbn4","sptbn4b"
"14106","Rnf14","rnf14"
"14107","Rnf14","zmp:0000000524"
"14108","Tbxa2r","tbxa2r"
"14109","Pigm","pigm"
"14110","Skor1","skor1a"
"14111","Fyco1","fyco1b"
"14112","Dmgdh","dmgdh"
"14113","Uqcc1","uqcc1"
"14114","Gpr153","gpr153"
"14115","Slc44a4","slc44a4"
"14116","Tsen54","tsen54"
"14117","Fer1l6","fer1l6"
"14118","Cyba","cyba"
"14119","Ccdc38","cfap100"
"14120","Hlcs","hlcs"
"14121","Acss1","acss1"
"14122","Sco1","sco1"
"14123","Hspa4","hspa4a"
"14124","Dazap2","dazap2"
"14125","Ptrhd1","ptrhd1"
"14126","Pex26","pex26"
"14127","Dcaf8","dcaf8"
"14128","Slc46a2","slc46a2"
"14129","Dkc1","dkc1"
"14130","Fev","fev"
"14131","Tbl1xr1","tbl1x"
"14132","Eri2","eri2"
"14133","Rela","rela"
"14134","Tmcc1","tmcc1b"
"14135","Homer3","homer3a"
"14136","Cnbd1","cnbd1"
"14137","Fam171a1","fam171a1"
"14138","Shfl","shfl"
"14139","Ralb","ralbb"
"14140","Sntg1","sntg1"
"14141","Ndufa4l2","ndufa4l2b"
"14142","mt-Nd6","mt-nd6"
"14143","Lsm12","lsm12b"
"14144","Alpl","alpl"
"14145","Cant1","cant1a"
"14146","Card9","card9"
"14147","Luc7l3","luc7l3"
"14148","Ptprd","ptprdb"
"14149","Cds2","cds2"
"14150","Crygn","crygn1"
"14151","Rai1","rai1"
"14152","Rtn4rl2","rtn4rl2b"
"14153","Zbtb21","zbtb21"
"14154","Tfap2d","tfap2d"
"14155","Ulk3","ulk3"
"14156","BC005624","zgc:103692"
"14157","Rims2","rims1b"
"14158","Myo9a","myo9aa"
"14159","Spata22","spata22"
"14160","Kif5a","kif5aa"
"14161","Endod1","zgc:172339"
"14162","Endod1","zgc:171534"
"14163","Acat1","acat1"
"14164","Npl","npl"
"14165","Faxc","faxcb"
"14166","Trp53bp1","tp53bp1"
"14167","4933427D14Rik","si:dkey-243i1.1"
"14168","Bmp5","bmp5"
"14169","Plbd2","zgc:158619"
"14170","Shisa2","shisa2b"
"14171","Tatdn1","tatdn1"
"14172","Setdb2","setdb2"
"14173","Hs3st2","hs3st2"
"14174","Plpp2","plpp2b"
"14175","Plpp2","plpp2a"
"14176","Pgk2","pgk1"
"14177","Nufip1","nufip1"
"14178","Slco5a1","slco5a1a"
"14179","Dusp16","dusp16"
"14180","Ier2","ier2b"
"14181","Tyrp1","tyrp1a"
"14182","Pde6g","pde6gb"
"14183","Ndufa2","ndufa2"
"14184","Tax1bp1","tax1bp1a"
"14185","Ldb1","ldb1b"
"14186","Mre11a","mre11a"
"14187","Phb2","phb2a"
"14188","Eomes","eomesb"
"14189","Eomes","eomesa"
"14190","Cck","cckb"
"14191","Ostn","ostn"
"14192","Vps4a","vps4a"
"14193","Dcun1d5","dcun1d5"
"14194","Aurkb","aurkb"
"14195","Rae1","rae1"
"14196","Rprd2","rprd2b"
"14197","Fabp1","fabp1a"
"14198","Nckap1l","zgc:172352"
"14199","Ncapg","ncapg"
"14200","Tat","tat"
"14201","Fcf1","fcf1"
